gene,meta_go_in_degree,meta_go_out_degree,meta_go_in_strength,meta_go_out_strength,meta_pathway_count,meta_is_perturbable
IQGAP1,-0.57317865,-0.57317865,-0.8322582,-0.8322582,1.8844155,0.0
BLM,-0.74999833,-0.74999833,-0.95261514,-0.95261514,2.0445702,0.0
FURIN,-1.5485461,-1.5485461,-1.640495,-1.640495,2.3539069,0.0
FES,-0.82973385,-0.82973385,-1.0104874,-1.0104874,0.80272734,0.0
HDDC3,0.92326885,0.92326885,1.0916761,1.0916761,-1.0265216,0.0
PRC1,0.84446466,0.84446466,0.7837104,0.7837104,0.31337905,0.0
CHD2,-1.1220818,-1.1220818,-1.2528803,-1.2528803,-1.0265216,0.0
ARRDC4,0.6437928,0.6437928,0.57888365,0.57888365,-1.0265216,0.0
MEF2A,0.5433765,0.5433765,0.59668267,0.59668267,1.7173518,0.0
VIMP,-1.8950422,-1.8950422,-1.7772427,-1.7772427,-1.0265216,0.0
SNRNP25,1.3627436,1.3627436,1.5359391,1.5359391,0.31337905,0.0
HBZ,-0.9693598,-0.9693598,-0.778523,-0.778523,-1.0265216,0.0
HBM,-1.9621004,-1.9621004,-1.7557682,-1.7557682,-1.0265216,0.0
HBA2,-0.185051,-0.185051,-0.25955227,-0.25955227,-1.0265216,0.0
HBA1,-0.185051,-0.185051,-0.25955227,-0.25955227,1.108868,0.0
HBQ1,-1.6314158,-1.6314158,-1.0451952,-1.0451952,-1.0265216,0.0
NME4,-0.3077225,-0.3077225,-0.50005734,-0.50005734,-0.111897096,0.0
NHLRC4,0.68909234,0.68909234,0.8021335,0.8021335,-1.0265216,0.0
WFIKKN1,-0.8883994,-0.8883994,-1.0460222,-1.0460222,-1.0265216,0.0
RHBDL1,0.7959226,0.7959226,0.81694126,0.81694126,-1.0265216,0.0
FBXL16,-0.3855843,-0.3855843,-0.47287437,-0.47287437,0.31337905,0.0
LMF1,0.16983774,0.16983774,0.22784238,0.22784238,0.12760599,0.0
SOX8,0.043596588,0.043596588,-0.09695856,-0.09695856,-1.0265216,0.0
BAIAP3,-0.26862454,-0.26862454,-0.47713265,-0.47713265,-1.0265216,0.0
GNPTG,0.57846534,0.57846534,0.540793,0.540793,-1.0265216,0.0
TELO2,0.37224478,0.37224478,0.19507968,0.19507968,-1.0265216,1.0
IGFALS,0.059679095,0.059679095,0.0019630038,0.0019630038,-0.44945776,0.0
HAGH,0.7732245,0.7732245,0.7408417,0.7408417,-0.111897096,0.0
MSRB1,0.8299844,0.8299844,0.7854998,0.7854998,-1.0265216,0.0
NOXO1,0.34891966,0.34891966,0.22179607,0.22179607,1.0422304,0.0
NPW,0.40705782,0.40705782,0.3765391,0.3765391,0.5935012,0.0
SLC9A3R2,0.36712784,0.36712784,0.19573402,0.19573402,-1.0265216,0.0
CCNF,0.6368263,0.6368263,0.55183715,0.55183715,0.31337905,0.0
PRSS27,0.035415266,0.035415266,0.04386359,0.04386359,-1.0265216,0.0
SRRM2,0.11323813,0.11323813,0.06397378,0.06397378,0.80272734,0.0
ZG16B,0.78039664,0.78039664,0.8469829,0.8469829,-1.0265216,0.0
CLDN9,0.63857454,0.63857454,0.6328246,0.6328246,0.31337905,0.0
CLDN6,0.60642564,0.60642564,0.62110317,0.62110317,0.31337905,0.0
TNFRSF12A,0.71305287,0.71305287,0.76132715,0.76132715,0.12760599,0.0
CCDC64B,0.924433,0.924433,0.9992434,0.9992434,-1.0265216,0.0
MMP25,-0.6560483,-0.6560483,-0.7696212,-0.7696212,0.31337905,0.0
IL32,0.9749105,0.9749105,0.9892127,0.9892127,0.7046697,0.0
NAA60,-1.5887616,-1.5887616,-1.6229647,-1.6229647,-1.0265216,0.0
DNASE1,0.37478948,0.37478948,0.24010053,0.24010053,-1.0265216,0.0
CREBBP,0.06758464,0.06758464,-0.11784189,-0.11784189,2.848026,0.0
PAM16,-1.0228219,-1.0228219,-1.110487,-1.110487,-0.111897096,0.0
VASN,0.71305287,0.71305287,0.658057,0.658057,-1.0265216,0.0
ROGDI,-1.4744167,-1.4744167,-1.540344,-1.540344,-1.0265216,0.0
PPL,1.015907,1.015907,1.008265,1.008265,0.12760599,0.0
ABAT,-3.094467,-3.094467,-2.1580563,-2.1580563,0.31337905,0.0
CARHSP1,1.0360396,1.0360396,1.0525292,1.0525292,-1.0265216,0.0
ATF7IP2,-0.1414044,-0.1414044,-0.20975724,-0.20975724,-1.0265216,0.0
TEKT5,0.8923113,0.8923113,0.932165,0.932165,-1.0265216,0.0
CIITA,0.19651678,0.19651678,0.074572936,0.074572936,0.12760599,0.0
RMI2,1.0594617,1.0594617,1.0991669,1.0991669,1.7768432,0.0
SOCS1,-0.634398,-0.634398,-0.8489646,-0.8489646,1.6532797,1.0
LITAF,0.6693184,0.6693184,0.5900329,0.5900329,-1.0265216,0.0
SNN,0.40947974,0.40947974,0.3961348,0.3961348,-1.0265216,0.0
ZC3H7A,0.34891966,0.34891966,0.3571528,0.3571528,-1.0265216,0.0
GSPT1,0.7467823,0.7467823,0.7006606,0.7006606,0.9697911,0.0
CPPED1,0.28265148,0.28265148,0.17958401,0.17958401,-0.44945776,0.0
MKL2,0.66260153,0.66260153,0.61289215,0.61289215,-1.0265216,0.0
KIAA0430,0.16300678,0.16300678,-0.014804222,-0.014804222,-1.0265216,0.0
MYH11,0.13856246,0.13856246,-0.028477302,-0.028477302,1.332205,0.0
NOMO3,0.7874963,0.7874963,0.9174625,0.9174625,-1.0265216,0.0
NOMO2,0.8299844,0.8299844,0.9606769,0.9606769,-1.0265216,0.0
RPS15A,1.1952184,1.1952184,1.302785,1.302785,2.142628,0.0
ARL6IP1,0.6403181,0.6403181,0.55433863,0.55433863,-1.0265216,0.0
SMG1,0.86500853,0.86500853,0.8516634,0.8516634,0.12760599,0.0
ITPRIPL2,0.2190592,0.2190592,0.71323985,0.71323985,-1.0265216,0.0
CCP110,-0.095335245,-0.095335245,-0.2884239,-0.2884239,1.5838622,0.0
GPRC5B,-0.20793359,-0.20793359,-0.37857458,-0.37857458,-1.0265216,0.0
ACSM3,-1.6768237,-1.6768237,-1.6441636,-1.6441636,0.12760599,0.0
THUMPD1,1.0931951,1.0931951,1.2642002,1.2642002,0.31337905,0.0
DCUN1D3,0.09834696,0.09834696,-0.10530506,-0.10530506,-0.44945776,0.0
ANKS4B,0.32479438,0.32479438,0.19917595,0.19917595,-1.0265216,0.0
CRYM,0.9888432,0.9888432,0.94476664,0.94476664,-0.44945776,0.0
PLK1,-0.40071568,-0.40071568,-0.607334,-0.607334,2.196358,0.0
PRKCB,-0.06621751,-0.06621751,-0.219652,-0.219652,1.9334018,0.0
TNRC6A,0.9055753,0.9055753,0.9206812,0.9206812,2.3539069,0.0
AQP8,0.44484302,0.44484302,0.38268617,0.38268617,0.5935012,0.0
IL4R,-0.7626756,-0.7626756,-0.909874,-0.909874,0.12760599,0.0
IL21R,0.5746518,0.5746518,0.582684,0.582684,0.31337905,0.0
APOBR,-1.004546,-1.004546,-1.1746777,-1.1746777,0.12760599,0.0
NUPR1,-1.0415851,-1.0415851,-1.2622635,-1.2622635,-1.0265216,0.0
SULT1A1,0.10209945,0.10209945,-0.09643855,-0.09643855,0.31337905,0.0
NFATC2IP,0.6743142,0.6743142,0.7494203,0.7494203,-1.0265216,0.0
SPN,0.34891966,0.34891966,0.26291308,0.26291308,0.12760599,0.0
QPRT,1.1192398,1.1192398,1.1756034,1.1756034,0.12760599,0.0
PRRT2,-0.95240515,-0.95240515,-1.1592767,-1.1592767,-1.0265216,0.0
MVP,1.0350466,1.0350466,1.0227609,1.0227609,-0.44945776,0.0
KCTD13,0.4785134,0.4785134,0.372152,0.372152,0.46516666,0.0
ALDOA,0.08696806,0.08696806,-0.0921243,-0.0921243,0.8904428,0.0
YPEL3,-0.28790194,-0.28790194,-0.35880965,-0.35880965,-1.0265216,0.0
CORO1A,-0.81580114,-0.81580114,-1.0458492,-1.0458492,0.12760599,0.0
SEPHS2,0.2998126,0.2998126,0.19368167,0.19368167,0.12760599,0.0
ZNF785,1.0330561,1.0330561,1.3248149,1.3248149,-1.0265216,0.0
ORAI3,1.0858375,1.0858375,1.2454134,1.2454134,-1.0265216,0.0
PRSS53,0.7482776,0.7482776,0.86452895,0.86452895,-1.0265216,0.0
PRSS8,1.0138619,1.0138619,1.0947334,1.0947334,-0.111897096,0.0
FUS,1.1669586,1.1669586,1.2592537,1.2592537,0.80272734,0.0
PYCARD,-1.7775066,-1.7775066,-1.7290199,-1.7290199,1.2280035,0.0
ITGAM,-1.3760831,-1.3760831,-1.3951422,-1.3951422,0.9697911,0.0
ZNF843,1.0439337,1.0439337,1.3201768,1.3201768,-1.0265216,0.0
AHSP,0.1595663,0.1595663,0.02235342,0.02235342,-1.0265216,0.0
ZNF267,0.55918795,0.55918795,0.8822235,0.8822235,-1.0265216,0.0
TP53TG3C,0.7973172,0.7973172,0.97979283,0.97979283,-1.0265216,0.0
SHCBP1,0.69877464,0.69877464,0.6639695,0.6639695,-1.0265216,0.0
C16orf87,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
GPT2,-1.9621004,-1.9621004,-1.8260008,-1.8260008,-0.44945776,0.0
PHKB,0.9951817,0.9951817,0.9995167,0.9995167,-0.111897096,0.0
LONP2,0.25909856,0.25909856,0.0779208,0.0779208,0.46516666,0.0
CBLN1,-0.85845536,-0.85845536,-1.0657988,-1.0657988,-1.0265216,0.0
RBL2,0.7316509,0.7316509,0.67452294,0.67452294,1.4248035,0.0
LPCAT2,0.43325174,0.43325174,0.3513276,0.3513276,0.31337905,0.0
CAPNS2,1.2139608,1.2139608,1.3320738,1.3320738,0.9697911,0.0
GNAO1,-0.095335245,-0.095335245,-0.27326384,-0.27326384,0.12760599,0.0
MT2A,1.1192398,1.1192398,1.1248076,1.1248076,0.12760599,0.0
MT1F,1.0280555,1.0280555,1.0721797,1.0721797,-1.0265216,0.0
MT1X,0.8713074,0.8713074,0.8550498,0.8550498,-1.0265216,0.0
HERPUD1,-0.1414044,-0.1414044,-0.28010252,-0.28010252,0.31337905,0.0
NLRC5,1.1210011,1.1210011,1.1168025,1.1168025,1.6192942,0.0
GPR114,-0.05209864,-0.05209864,-0.03383118,-0.03383118,-1.0265216,0.0
GPR97,0.6244671,0.6244671,0.643314,0.643314,-1.0265216,0.0
KIFC3,-0.5168622,-0.5168622,-0.65986913,-0.65986913,0.12760599,0.0
NDRG4,-0.13613382,-0.13613382,-0.38289472,-0.38289472,-1.0265216,0.0
CKLF,0.26506093,0.26506093,0.16721332,0.16721332,-1.0265216,0.0
CMTM1,0.1058318,0.1058318,0.10672782,0.10672782,-1.0265216,0.0
CMTM2,0.89716345,0.89716345,1.0129353,1.0129353,-1.0265216,0.0
CMTM3,0.7542275,0.7542275,0.71740305,0.71740305,-1.0265216,0.0
RRAD,0.8874251,0.8874251,0.90176046,0.90176046,0.46516666,0.0
SLC9A5,-0.15745606,-0.15745606,-0.28208578,-0.28208578,0.12760599,0.0
KCTD19,0.80286825,0.80286825,1.0352848,1.0352848,-1.0265216,0.0
LRRC36,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
ZDHHC1,0.45850527,0.45850527,0.4051588,0.4051588,-1.0265216,0.0
HSD11B2,-3.094467,-3.094467,-2.1580563,-2.1580563,0.31337905,0.0
RANBP10,1.4828653,1.4828653,1.691591,1.691591,-0.111897096,0.0
TSNAXIP1,1.0220076,1.0220076,1.1403432,1.1403432,-1.0265216,0.0
DPEP2,-1.2129924,-1.2129924,-1.3057634,-1.3057634,0.80272734,0.0
PLA2G15,-1.2898228,-1.2898228,-1.43044,-1.43044,0.31337905,0.0
TERF2,-1.9621004,-1.9621004,-1.7984761,-1.7984761,1.5468549,0.0
NFAT5,0.8179114,0.8179114,0.9758829,0.9758829,-1.0265216,0.0
NQO1,-2.3215065,-2.3215065,-1.9858509,-1.9858509,0.80272734,0.0
CLEC18A,0.6776252,0.6776252,0.68572795,0.68572795,-1.0265216,0.0
AARS,-0.43199095,-0.43199095,-0.6469774,-0.6469774,-1.0265216,1.0
ST3GAL2,-1.6768237,-1.6768237,-1.5417368,-1.5417368,1.5468549,0.0
IL34,-0.6451398,-0.6451398,-0.8423804,-0.8423804,0.31337905,0.0
CMTR2,0.25308487,0.25308487,0.19133376,0.19133376,-1.0265216,0.0
AP1G1,-0.37077162,-0.37077162,-0.5645156,-0.5645156,1.0422304,0.0
ZFHX3,0.8923113,0.8923113,1.0441984,1.0441984,-0.111897096,0.0
GLG1,0.25909856,0.25909856,0.14172982,0.14172982,-0.111897096,0.0
MLKL,1.2100972,1.2100972,1.2219127,1.2219127,0.9697911,0.0
TERF2IP,0.1595663,0.1595663,-0.051829506,-0.051829506,1.5468549,0.0
MAF,0.7860822,0.7860822,0.98508245,0.98508245,0.12760599,0.0
GAN,1.2448677,1.2448677,1.3684176,1.3684176,0.31337905,0.0
CMIP,1.3301911,1.3301911,1.5599912,1.5599912,-1.0265216,0.0
OSGIN1,-0.08549491,-0.08549491,-0.24218549,-0.24218549,-1.0265216,0.0
COTL1,1.0169276,1.0169276,1.0067364,1.0067364,-0.44945776,0.0
KLHL36,0.7051564,0.7051564,0.828843,0.828843,-1.0265216,0.0
GSE1,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
GINS2,0.9584838,0.9584838,0.98219335,0.98219335,0.7046697,0.0
MAP1LC3B,-0.8439481,-0.8439481,-1.0539495,-1.0539495,1.5081258,0.0
SLC7A5,-0.80213904,-0.80213904,-0.98532027,-0.98532027,0.80272734,0.0
ZC3H18,0.24396718,0.24396718,0.1593615,0.1593615,-0.111897096,0.0
CYBA,-2.449784,-2.449784,-1.9282712,-1.9282712,1.6532797,0.0
MVD,-0.98673296,-0.98673296,-1.1307839,-1.1307839,0.8904428,0.0
PIEZO1,0.48505852,0.48505852,0.420159,0.420159,0.46516666,0.0
CDT1,-0.047454417,-0.047454417,-0.23888789,-0.23888789,1.170565,0.0
PABPN1L,0.3436296,0.3436296,0.45836648,0.45836648,-0.111897096,0.0
CDH15,0.7761023,0.7761023,0.7712698,0.7712698,0.46516666,0.0
ANKRD11,0.7224135,0.7224135,0.72250104,0.72250104,-1.0265216,0.0
TUBB3,0.16643047,0.16643047,0.056559686,0.056559686,2.6005564,0.0
FAM101B,-1.5887616,-1.5887616,-1.6415737,-1.6415737,-1.0265216,0.0
SERPINF2,-0.70145625,-0.70145625,-0.8518105,-0.8518105,0.46516666,0.0
SERPINF1,-1.0228219,-1.0228219,-1.1768901,-1.1768901,-1.0265216,0.0
DPH1,1.165309,1.165309,1.2859366,1.2859366,-0.44945776,0.0
HIC1,0.60459584,0.60459584,0.7053627,0.7053627,-0.111897096,0.0
PAFAH1B1,-3.094467,-3.094467,-2.1580563,-2.1580563,1.9334018,0.0
OR1E1,0.25909856,0.25909856,0.33182365,0.33182365,0.12760599,0.0
TRPV3,-0.71328133,-0.71328133,-0.857553,-0.857553,0.12760599,0.0
SHPK,-0.85845536,-0.85845536,-1.0381254,-1.0381254,-0.44945776,0.0
TAX1BP3,0.96069604,0.96069604,0.9308744,0.9308744,0.12760599,0.0
C17orf85,0.48722678,0.48722678,0.38473204,0.38473204,-1.0265216,0.0
P2RX1,-1.3760831,-1.3760831,-1.4741486,-1.4741486,0.46516666,0.0
ATP2A3,-0.6560483,-0.6560483,-0.8466868,-0.8466868,1.108868,0.0
SPNS3,0.055692773,0.055692773,0.021911569,0.021911569,-1.0265216,0.0
CXCL16,-0.23158549,-0.23158549,-0.40609002,-0.40609002,0.7046697,0.0
CHRNE,-1.2898228,-1.2898228,-1.2480807,-1.2480807,0.12760599,0.0
GP1BA,0.031288706,0.031288706,-0.14038266,-0.14038266,0.8904428,0.0
ZNF594,0.8599285,0.8599285,1.1769341,1.1769341,-1.0265216,0.0
DERL2,-0.35626426,-0.35626426,-0.49968892,-0.49968892,1.5081258,1.0
FAM64A,0.97165555,0.97165555,1.0789771,1.0789771,-1.0265216,0.0
PITPNM3,0.5688927,0.5688927,0.45564958,0.45564958,0.12760599,0.0
ALOX12,-0.061479684,-0.061479684,-0.29743809,-0.29743809,0.12760599,0.0
RNASEK,0.09834696,0.09834696,-0.014229421,-0.014229421,-0.111897096,0.0
CLDN7,0.73622465,0.73622465,0.8048137,0.8048137,0.46516666,0.0
FGF11,1.0594617,1.0594617,1.106154,1.106154,0.12760599,0.0
POLR2A,0.9127062,0.9127062,0.88678855,0.88678855,2.2135239,0.0
SENP3,1.3176682,1.3176682,1.4597338,1.4597338,0.31337905,0.0
CD68,0.4828835,0.4828835,0.41295132,0.41295132,-0.44945776,0.0
SAT2,-2.0362298,-2.0362298,-1.8169588,-1.8169588,-1.0265216,0.0
KDM6B,0.4562464,0.4562464,0.35643896,0.35643896,0.80272734,0.0
TMEM88,1.1049898,1.1049898,1.181271,1.181271,-1.0265216,0.0
CHD3,0.7392572,0.7392572,0.6977852,0.6977852,1.7173518,0.0
KCNAB3,0.5333107,0.5333107,0.45906246,0.45906246,0.12760599,0.0
HES7,0.60092187,0.60092187,0.7769931,0.7769931,0.12760599,0.0
VAMP2,-1.5485461,-1.5485461,-1.6004995,-1.6004995,1.7173518,0.0
AURKB,-0.62381756,-0.62381756,-0.7763474,-0.7763474,1.7768432,0.0
SLC25A35,0.17322856,0.17322856,0.43782625,0.43782625,-1.0265216,0.0
KRBA2,0.5841469,0.5841469,0.6180526,0.6180526,-1.0265216,0.0
RPL26,0.667645,0.667645,0.67637163,0.67637163,1.9334018,0.0
RNF222,0.46746796,0.46746796,0.6927736,0.6927736,-1.0265216,0.0
MYH10,0.21588275,0.21588275,0.042478725,0.042478725,1.2280035,0.0
PMP22,0.9043799,0.9043799,0.8473804,0.8473804,-0.111897096,0.0
CDRT4,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
TTC19,0.055692773,0.055692773,-0.09903429,-0.09903429,-0.111897096,0.0
TRPV2,-0.7253088,-0.7253088,-0.9150901,-0.9150901,0.12760599,0.0
FAM211A,0.17996123,0.17996123,0.3344842,0.3344842,-1.0265216,0.0
RASD1,0.8738112,0.8738112,0.8620039,0.8620039,-1.0265216,0.0
AKAP10,1.1323425,1.1323425,1.1885514,1.1885514,-0.111897096,0.0
KSR1,0.6609123,0.6609123,0.6073822,0.6073822,1.2280035,0.0
TMEM97,0.7377424,0.7377424,0.7895472,0.7895472,-1.0265216,0.0
SARM1,-0.30105326,-0.30105326,-0.5242899,-0.5242899,0.80272734,0.0
SGK494,0.32751623,0.32751623,0.4196113,0.4196113,-1.0265216,0.0
KIAA0100,-0.55390126,-0.55390126,-0.4429101,-0.4429101,-1.0265216,0.0
SEZ6,0.38487673,0.38487673,0.28600845,0.28600845,-1.0265216,0.0
MYO18A,-0.54445714,-0.54445714,-0.79105633,-0.79105633,0.7046697,0.0
NUFIP2,1.5679517,1.5679517,1.832811,1.832811,-1.0265216,0.0
TAOK1,-0.23762502,-0.23762502,-0.3168028,-0.3168028,1.5081258,0.0
ABHD15,0.67597157,0.67597157,0.64694935,0.64694935,-1.0265216,0.0
TP53I13,1.148596,1.148596,1.2613193,1.2613193,-1.0265216,0.0
CORO6,0.5513267,0.5513267,0.5742173,0.5742173,-1.0265216,0.0
CPD,-0.4240408,-0.4240408,-0.660722,-0.660722,0.8904428,0.0
ATAD5,-0.5078995,-0.5078995,-0.7384347,-0.7384347,-1.0265216,0.0
ADAP2,0.43091035,0.43091035,0.30980387,0.30980387,-1.0265216,0.0
NF1,-3.094467,-3.094467,-2.1580563,-2.1580563,0.5935012,0.0
OMG,-0.32811743,-0.32811743,-0.45544633,-0.45544633,0.31337905,0.0
EVI2B,-2.0362298,-2.0362298,-1.8814421,-1.8814421,-1.0265216,0.0
EVI2A,0.98990333,0.98990333,1.2995975,1.2995975,-1.0265216,0.0
RAB11FIP4,-0.57317865,-0.57317865,-0.7558823,-0.7558823,-1.0265216,0.0
SUZ12,0.48938805,0.48938805,0.3635088,0.3635088,1.9334018,0.0
PSMD11,0.9983296,0.9983296,1.0071319,1.0071319,3.214163,0.0
SPACA3,-0.056773394,-0.056773394,-0.22404382,-0.22404382,-1.0265216,0.0
CCL2,-2.1190996,-2.1190996,-1.7763371,-1.7763371,1.3797911,0.0
SLFN5,0.29128438,0.29128438,0.28949848,0.28949848,-1.0265216,0.0
SLFN14,-0.24986145,-0.24986145,-0.44898114,-0.44898114,-1.0265216,0.0
MMP28,0.50644547,0.50644547,0.4617827,0.4617827,-1.0265216,0.0
TAF15,1.3526922,1.3526922,1.5322357,1.5322357,1.2280035,0.0
CCL5,-2.3215065,-2.3215065,-1.8557962,-1.8557962,0.9697911,0.0
CCL3,-2.2130494,-2.2130494,-1.7856755,-1.7856755,0.9697911,0.0
LHX1,-1.7253656,-1.7253656,-1.7515453,-1.7515453,-0.44945776,0.0
SYNRG,0.7732245,0.7732245,0.73798513,0.73798513,-1.0265216,0.0
SRCIN1,-0.81580114,-0.81580114,-1.0207602,-1.0207602,-1.0265216,0.0
MLLT6,0.63857454,0.63857454,0.6799355,0.6799355,-1.0265216,0.0
LASP1,0.6403181,0.6403181,0.56631696,0.56631696,-1.0265216,0.0
PLXDC1,1.032059,1.032059,1.0705552,1.0705552,-1.0265216,0.0
CDK12,0.014535886,0.014535886,-0.0664456,-0.0664456,-0.111897096,0.0
NEUROD2,0.27683672,0.27683672,0.32802743,0.32802743,-1.0265216,0.0
TCAP,-2.0362298,-2.0362298,-1.8603985,-1.8603985,-0.111897096,0.0
PNMT,0.07927857,0.07927857,-0.093366794,-0.093366794,-0.111897096,0.0
GRB7,0.71305287,0.71305287,0.6353995,0.6353995,1.2817335,0.0
IKZF3,1.1824402,1.1824402,1.2755262,1.2755262,-1.0265216,0.0
GSDMB,0.14210694,0.14210694,0.040941276,0.040941276,-1.0265216,0.0
GSDMA,0.9705672,0.9705672,1.0025688,1.0025688,-1.0265216,0.0
THRA,0.42146623,0.42146623,0.39139146,0.39139146,0.31337905,0.0
CDC6,0.46523795,0.46523795,0.3200906,0.3200906,1.4675065,0.0
TOP2A,-0.006981936,-0.006981936,-0.22810453,-0.22810453,0.80272734,0.0
IGFBP4,-0.12571041,-0.12571041,-0.27358806,-0.27358806,-0.111897096,0.0
CCR7,-2.3215065,-2.3215065,-1.9483463,-1.9483463,0.7046697,0.0
JUP,-0.7253088,-0.7253088,-0.94646317,-0.94646317,1.8050672,0.0
EIF1,0.96069604,0.96069604,0.9816026,0.9816026,-1.0265216,0.0
HAP1,-2.8091903,-2.8091903,-2.1023276,-2.1023276,-1.0265216,0.0
NKIRAS2,-1.18914,-1.18914,-1.2932853,-1.2932853,1.6532797,0.0
HSPB9,1.659568,1.659568,2.0095863,2.0095863,-1.0265216,0.0
STAT3,-0.202143,-0.202143,-0.39447892,-0.39447892,2.4739988,0.0
PTRF,1.3176682,1.3176682,1.3738346,1.3738346,-1.0265216,0.0
ATP6V0A1,0.24090144,0.24090144,0.104896784,0.104896784,1.108868,0.0
PSMC3IP,-0.10030758,-0.10030758,-0.30336794,-0.30336794,0.31337905,0.0
CCR10,-0.14671426,-0.14671426,-0.2586886,-0.2586886,0.7046697,0.0
CNTNAP1,-1.6768237,-1.6768237,-1.7044214,-1.7044214,0.12760599,0.0
AOC2,-0.20793359,-0.20793359,-0.44620964,-0.44620964,-0.111897096,0.0
IFI35,1.2292068,1.2292068,1.2625333,1.2625333,0.12760599,0.0
VAT1,-0.32811743,-0.32811743,-0.5548284,-0.5548284,-0.44945776,0.0
BRCA1,-1.2632694,-1.2632694,-1.43158,-1.43158,2.2135239,0.0
NBR1,0.19978179,0.19978179,0.012137789,0.012137789,0.31337905,0.0
PYY,-0.061479684,-0.061479684,-0.14711511,-0.14711511,0.5935012,0.0
HDAC5,0.5393674,0.5393674,0.4228449,0.4228449,1.2280035,0.0
UBTF,0.74227697,0.74227697,0.71396214,0.71396214,0.5935012,0.0
SLC4A1,-1.3760831,-1.3760831,-1.411268,-1.411268,0.80272734,0.0
GRN,-0.53513813,-0.53513813,-0.7869171,-0.7869171,-0.44945776,0.0
ITGA2B,0.22850332,0.22850332,0.08255751,0.08255751,1.7768432,0.0
HEXIM1,0.73470324,0.73470324,0.63592464,0.63592464,-1.0265216,0.0
FMNL1,0.82731926,0.82731926,0.7733349,0.7733349,0.7046697,0.0
ARHGAP27,0.37478948,0.37478948,0.32289448,0.32289448,0.46516666,0.0
STH,1.3658553,1.3658553,1.5787948,1.5787948,-1.0265216,0.0
LRRC37A2,0.2190592,0.2190592,0.71323985,0.71323985,-1.0265216,0.0
MYL4,-1.5887616,-1.5887616,-1.6011018,-1.6011018,-0.111897096,0.0
SP6,1.2863929,1.2863929,1.5824624,1.5824624,-1.0265216,0.0
HOXB2,0.66260153,0.66260153,0.8492338,0.8492338,-0.111897096,0.0
HOXB5,1.1174744,1.1174744,1.3528016,1.3528016,-1.0265216,0.0
CALCOCO2,1.148596,1.148596,1.1486598,1.1486598,-1.0265216,0.0
GIP,-2.8091903,-2.8091903,-2.0921273,-2.0921273,0.8904428,0.0
ZNF652,1.1710657,1.1710657,1.5479414,1.5479414,-1.0265216,0.0
NGFR,-2.1190996,-2.1190996,-1.9230824,-1.9230824,0.8904428,0.0
SLC35B1,-0.7375452,-0.7375452,-0.9532716,-0.9532716,-1.0265216,1.0
DLX4,0.97274226,0.97274226,1.273036,1.273036,-1.0265216,0.0
DLX3,0.5148214,0.5148214,0.6676729,0.6676729,-1.0265216,0.0
ITGA3,-1.5887616,-1.5887616,-1.5661948,-1.5661948,0.9697911,0.0
PDK2,-0.0903978,-0.0903978,-0.322454,-0.322454,0.46516666,0.0
SAMD14,-0.9196747,-0.9196747,-1.0624051,-1.0624051,-1.0265216,0.0
COL1A1,-1.9621004,-1.9621004,-1.7690368,-1.7690368,1.9092689,0.0
ABCC3,-1.4073584,-1.4073584,-1.3970714,-1.3970714,1.108868,0.0
ANKRD40,0.9174205,0.9174205,1.3410503,1.3410503,-1.0265216,0.0
SPAG9,0.11323813,0.11323813,-0.096536934,-0.096536934,-0.44945776,0.0
MMD,-0.070987545,-0.070987545,-0.2514041,-0.2514041,-1.0265216,0.0
TRIM25,-0.061479684,-0.061479684,-0.22997583,-0.22997583,1.8587973,0.0
SCPEP1,-0.41617954,-0.41617954,-0.59549457,-0.59549457,-1.0265216,0.0
CCDC182,-3.094467,-3.094467,-2.1580563,-2.1580563,-1.0265216,0.0
CUEDC1,0.8111133,0.8111133,1.0412759,1.0412759,-1.0265216,0.0
LPO,-0.37813905,-0.37813905,-0.54772127,-0.54772127,-0.44945776,0.0
BZRAP1,1.0765306,1.0765306,1.0945028,1.0945028,-1.0265216,0.0
RNF43,0.34096947,0.34096947,0.2191738,0.2191738,0.31337905,0.0
SEPT4,-0.24986145,-0.24986145,-0.46444225,-0.46444225,-1.0265216,0.0
TEX14,-0.006981936,-0.006981936,-0.1910005,-0.1910005,-1.0265216,0.0
PRR11,0.7789681,0.7789681,0.84951544,0.84951544,-1.0265216,0.0
SMG8,1.0755932,1.0755932,1.1934063,1.1934063,0.12760599,0.0
GDPD1,0.17322856,0.17322856,0.13487972,0.13487972,0.12760599,0.0
YPEL2,0.9962324,0.9962324,1.1880518,1.1880518,-1.0265216,0.0
HEATR6,-0.7253088,-0.7253088,-0.52900046,-0.52900046,-1.0265216,0.0
APPBP2,1.0056208,1.0056208,0.9990493,0.9990493,-1.0265216,0.0
TBX2,0.06364294,0.06364294,-0.09333223,-0.09333223,0.12760599,0.0
MED13,0.25609824,0.25609824,0.15314493,0.15314493,1.2280035,0.0
TLK2,-0.0026252293,-0.0026252293,0.015563816,0.015563816,-1.0265216,0.0
MRC2,0.49369138,0.49369138,0.46692055,0.46692055,0.31337905,0.0
