src,dst
UBA7,R-HSA-73893|DNA Damage Bypass
UBC,R-HSA-73893|DNA Damage Bypass
UBE2L6,R-HSA-73893|DNA Damage Bypass
USP1,R-HSA-73893|DNA Damage Bypass
VCP,R-HSA-73893|DNA Damage Bypass
WDR48,R-HSA-73893|DNA Damage Bypass
ACTB,R-HSA-5696394|DNA Damage Recognition in GG-NER
PARP1,R-HSA-5696394|DNA Damage Recognition in GG-NER
RAD23A,R-HSA-5696394|DNA Damage Recognition in GG-NER
RPS27A,R-HSA-5696394|DNA Damage Recognition in GG-NER
UBC,R-HSA-5696394|DNA Damage Recognition in GG-NER
YY1,R-HSA-5696394|DNA Damage Recognition in GG-NER
ATM,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
CCNA2,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
CCNE1,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
CCNE2,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
CDKN1A,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
EP400,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
LMNB1,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
RAD50,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
TERF2,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
TERF2IP,R-HSA-2559586|DNA Damage/Telomere Stress Induced Senescence
ABL1,R-HSA-5693606|DNA Double Strand Break Response
ATM,R-HSA-5693606|DNA Double Strand Break Response
BAZ1B,R-HSA-5693606|DNA Double Strand Break Response
BRCA1,R-HSA-5693606|DNA Double Strand Break Response
HERC2,R-HSA-5693606|DNA Double Strand Break Response
KPNA2,R-HSA-5693606|DNA Double Strand Break Response
RAD50,R-HSA-5693606|DNA Double Strand Break Response
RNF168,R-HSA-5693606|DNA Double Strand Break Response
RNF8,R-HSA-5693606|DNA Double Strand Break Response
RPS27A,R-HSA-5693606|DNA Double Strand Break Response
SMARCA5,R-HSA-5693606|DNA Double Strand Break Response
TP53BP1,R-HSA-5693606|DNA Double Strand Break Response
UBC,R-HSA-5693606|DNA Double Strand Break Response
ABL1,R-HSA-5693532|DNA Double-Strand Break Repair
ATM,R-HSA-5693532|DNA Double-Strand Break Repair
BAZ1B,R-HSA-5693532|DNA Double-Strand Break Repair
BLM,R-HSA-5693532|DNA Double-Strand Break Repair
BRCA1,R-HSA-5693532|DNA Double-Strand Break Repair
BRCA2,R-HSA-5693532|DNA Double-Strand Break Repair
CCNA2,R-HSA-5693532|DNA Double-Strand Break Repair
CLSPN,R-HSA-5693532|DNA Double-Strand Break Repair
EXO1,R-HSA-5693532|DNA Double-Strand Break Repair
FEN1,R-HSA-5693532|DNA Double-Strand Break Repair
HERC2,R-HSA-5693532|DNA Double-Strand Break Repair
KPNA2,R-HSA-5693532|DNA Double-Strand Break Repair
LIG4,R-HSA-5693532|DNA Double-Strand Break Repair
PARP1,R-HSA-5693532|DNA Double-Strand Break Repair
PCNA,R-HSA-5693532|DNA Double-Strand Break Repair
POLD4,R-HSA-5693532|DNA Double-Strand Break Repair
POLQ,R-HSA-5693532|DNA Double-Strand Break Repair
PPP4R2,R-HSA-5693532|DNA Double-Strand Break Repair
PRKDC,R-HSA-5693532|DNA Double-Strand Break Repair
RAD50,R-HSA-5693532|DNA Double-Strand Break Repair
RAD51AP1,R-HSA-5693532|DNA Double-Strand Break Repair
RAD9A,R-HSA-5693532|DNA Double-Strand Break Repair
RAD9B,R-HSA-5693532|DNA Double-Strand Break Repair
RFC4,R-HSA-5693532|DNA Double-Strand Break Repair
RMI2,R-HSA-5693532|DNA Double-Strand Break Repair
RNF168,R-HSA-5693532|DNA Double-Strand Break Repair
RNF8,R-HSA-5693532|DNA Double-Strand Break Repair
RPS27A,R-HSA-5693532|DNA Double-Strand Break Repair
SMARCA5,R-HSA-5693532|DNA Double-Strand Break Repair
TOPBP1,R-HSA-5693532|DNA Double-Strand Break Repair
TP53BP1,R-HSA-5693532|DNA Double-Strand Break Repair
UBC,R-HSA-5693532|DNA Double-Strand Break Repair
XRCC2,R-HSA-5693532|DNA Double-Strand Break Repair
XRCC5,R-HSA-5693532|DNA Double-Strand Break Repair
ABL1,R-HSA-73894|DNA Repair
ACTB,R-HSA-73894|DNA Repair
ASCC3,R-HSA-73894|DNA Repair
ATM,R-HSA-73894|DNA Repair
BAZ1B,R-HSA-73894|DNA Repair
BLM,R-HSA-73894|DNA Repair
BRCA1,R-HSA-73894|DNA Repair
BRCA2,R-HSA-73894|DNA Repair
CCNA2,R-HSA-73894|DNA Repair
CLSPN,R-HSA-73894|DNA Repair
DTL,R-HSA-73894|DNA Repair
EXO1,R-HSA-73894|DNA Repair
FEN1,R-HSA-73894|DNA Repair
HERC2,R-HSA-73894|DNA Repair
ISG15,R-HSA-73894|DNA Repair
KPNA2,R-HSA-73894|DNA Repair
LIG4,R-HSA-73894|DNA Repair
MBD4,R-HSA-73894|DNA Repair
MSH6,R-HSA-73894|DNA Repair
NEIL1,R-HSA-73894|DNA Repair
PARP1,R-HSA-73894|DNA Repair
PCNA,R-HSA-73894|DNA Repair
POLD4,R-HSA-73894|DNA Repair
POLN,R-HSA-73894|DNA Repair
POLQ,R-HSA-73894|DNA Repair
POLR2A,R-HSA-73894|DNA Repair
PPP4R2,R-HSA-73894|DNA Repair
PRKDC,R-HSA-73894|DNA Repair
RAD18,R-HSA-73894|DNA Repair
RAD23A,R-HSA-73894|DNA Repair
RAD50,R-HSA-73894|DNA Repair
RAD51AP1,R-HSA-73894|DNA Repair
RAD9A,R-HSA-73894|DNA Repair
RAD9B,R-HSA-73894|DNA Repair
REV3L,R-HSA-73894|DNA Repair
RFC4,R-HSA-73894|DNA Repair
RMI2,R-HSA-73894|DNA Repair
RNF111,R-HSA-73894|DNA Repair
RNF168,R-HSA-73894|DNA Repair
RNF8,R-HSA-73894|DNA Repair
RPS27A,R-HSA-73894|DNA Repair
SMARCA5,R-HSA-73894|DNA Repair
TCEA1,R-HSA-73894|DNA Repair
TERF2,R-HSA-73894|DNA Repair
TERF2IP,R-HSA-73894|DNA Repair
TOPBP1,R-HSA-73894|DNA Repair
TP53BP1,R-HSA-73894|DNA Repair
TRIM25,R-HSA-73894|DNA Repair
UBA7,R-HSA-73894|DNA Repair
UBC,R-HSA-73894|DNA Repair
UBE2L6,R-HSA-73894|DNA Repair
UBE2T,R-HSA-73894|DNA Repair
UNG,R-HSA-73894|DNA Repair
USP1,R-HSA-73894|DNA Repair
VCP,R-HSA-73894|DNA Repair
WDR48,R-HSA-73894|DNA Repair
XRCC2,R-HSA-73894|DNA Repair
XRCC5,R-HSA-73894|DNA Repair
YY1,R-HSA-73894|DNA Repair
ADRM1,R-HSA-69306|DNA Replication
ANAPC16,R-HSA-69306|DNA Replication
CCNA2,R-HSA-69306|DNA Replication
CCNE1,R-HSA-69306|DNA Replication
CCNE2,R-HSA-69306|DNA Replication
CDC45,R-HSA-69306|DNA Replication
CDC6,R-HSA-69306|DNA Replication
CDT1,R-HSA-69306|DNA Replication
DBF4,R-HSA-69306|DNA Replication
FEN1,R-HSA-69306|DNA Replication
GINS2,R-HSA-69306|DNA Replication
GMNN,R-HSA-69306|DNA Replication
MCM10,R-HSA-69306|DNA Replication
MCM3,R-HSA-69306|DNA Replication
MCM4,R-HSA-69306|DNA Replication
MCM5,R-HSA-69306|DNA Replication
MCM7,R-HSA-69306|DNA Replication
PCNA,R-HSA-69306|DNA Replication
POLA1,R-HSA-69306|DNA Replication
POLD4,R-HSA-69306|DNA Replication
PRIM1,R-HSA-69306|DNA Replication
PSMC1,R-HSA-69306|DNA Replication
PSMC2,R-HSA-69306|DNA Replication
PSMD11,R-HSA-69306|DNA Replication
PSMD12,R-HSA-69306|DNA Replication
PSMD14,R-HSA-69306|DNA Replication
RFC4,R-HSA-69306|DNA Replication
RPS27A,R-HSA-69306|DNA Replication
UBC,R-HSA-69306|DNA Replication
UBE2S,R-HSA-69306|DNA Replication
ADRM1,R-HSA-69002|DNA Replication Pre-Initiation
ANAPC16,R-HSA-69002|DNA Replication Pre-Initiation
CDC45,R-HSA-69002|DNA Replication Pre-Initiation
CDC6,R-HSA-69002|DNA Replication Pre-Initiation
CDT1,R-HSA-69002|DNA Replication Pre-Initiation
DBF4,R-HSA-69002|DNA Replication Pre-Initiation
GMNN,R-HSA-69002|DNA Replication Pre-Initiation
MCM10,R-HSA-69002|DNA Replication Pre-Initiation
MCM3,R-HSA-69002|DNA Replication Pre-Initiation
MCM4,R-HSA-69002|DNA Replication Pre-Initiation
MCM5,R-HSA-69002|DNA Replication Pre-Initiation
MCM7,R-HSA-69002|DNA Replication Pre-Initiation
POLA1,R-HSA-69002|DNA Replication Pre-Initiation
PRIM1,R-HSA-69002|DNA Replication Pre-Initiation
PSMC1,R-HSA-69002|DNA Replication Pre-Initiation
PSMC2,R-HSA-69002|DNA Replication Pre-Initiation
PSMD11,R-HSA-69002|DNA Replication Pre-Initiation
PSMD12,R-HSA-69002|DNA Replication Pre-Initiation
PSMD14,R-HSA-69002|DNA Replication Pre-Initiation
RPS27A,R-HSA-69002|DNA Replication Pre-Initiation
UBC,R-HSA-69002|DNA Replication Pre-Initiation
UBE2S,R-HSA-69002|DNA Replication Pre-Initiation
CDC45,R-HSA-69190|DNA strand elongation
FEN1,R-HSA-69190|DNA strand elongation
GINS2,R-HSA-69190|DNA strand elongation
MCM3,R-HSA-69190|DNA strand elongation
MCM4,R-HSA-69190|DNA strand elongation
MCM5,R-HSA-69190|DNA strand elongation
MCM7,R-HSA-69190|DNA strand elongation
PCNA,R-HSA-69190|DNA strand elongation
POLA1,R-HSA-69190|DNA strand elongation
POLD4,R-HSA-69190|DNA strand elongation
PRIM1,R-HSA-69190|DNA strand elongation
RFC4,R-HSA-69190|DNA strand elongation
APC,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
CHD8,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
CTNNB1,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
CTNNBIP1,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
RPS27A,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
SOX13,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
SOX4,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
SOX6,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
TLE4,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
UBC,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
XIAP,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
XPO1,R-HSA-3769402|Deactivation of the beta-catenin transactivating complex
CNOT4,R-HSA-429914|Deadenylation-dependent mRNA decay
DCP1A,R-HSA-429914|Deadenylation-dependent mRNA decay
DCP2,R-HSA-429914|Deadenylation-dependent mRNA decay
DDX6,R-HSA-429914|Deadenylation-dependent mRNA decay
DIS3,R-HSA-429914|Deadenylation-dependent mRNA decay
EIF4A2,R-HSA-429914|Deadenylation-dependent mRNA decay
EIF4B,R-HSA-429914|Deadenylation-dependent mRNA decay
EIF4G1,R-HSA-429914|Deadenylation-dependent mRNA decay
EXOSC4,R-HSA-429914|Deadenylation-dependent mRNA decay
EXOSC8,R-HSA-429914|Deadenylation-dependent mRNA decay
HBS1L,R-HSA-429914|Deadenylation-dependent mRNA decay
PATL1,R-HSA-429914|Deadenylation-dependent mRNA decay
XRN1,R-HSA-429914|Deadenylation-dependent mRNA decay
ADAM17,R-HSA-73887|Death Receptor Signaling
AKAP13,R-HSA-73887|Death Receptor Signaling
ARHGEF10,R-HSA-73887|Death Receptor Signaling
ARHGEF11,R-HSA-73887|Death Receptor Signaling
ARHGEF12,R-HSA-73887|Death Receptor Signaling
ARHGEF2,R-HSA-73887|Death Receptor Signaling
ARHGEF26,R-HSA-73887|Death Receptor Signaling
ARHGEF40,R-HSA-73887|Death Receptor Signaling
ARHGEF6,R-HSA-73887|Death Receptor Signaling
ARHGEF7,R-HSA-73887|Death Receptor Signaling
BIRC3,R-HSA-73887|Death Receptor Signaling
CASP10,R-HSA-73887|Death Receptor Signaling
CASP3,R-HSA-73887|Death Receptor Signaling
CASP8,R-HSA-73887|Death Receptor Signaling
CFLAR,R-HSA-73887|Death Receptor Signaling
FGD2,R-HSA-73887|Death Receptor Signaling
IKBKE,R-HSA-73887|Death Receptor Signaling
ITSN1,R-HSA-73887|Death Receptor Signaling
KALRN,R-HSA-73887|Death Receptor Signaling
MAG,R-HSA-73887|Death Receptor Signaling
MAPKAPK2,R-HSA-73887|Death Receptor Signaling
MCF2L,R-HSA-73887|Death Receptor Signaling
MIB2,R-HSA-73887|Death Receptor Signaling
NFKBIA,R-HSA-73887|Death Receptor Signaling
NGFR,R-HSA-73887|Death Receptor Signaling
OBSCN,R-HSA-73887|Death Receptor Signaling
OMG,R-HSA-73887|Death Receptor Signaling
OPTN,R-HSA-73887|Death Receptor Signaling
OTUD1,R-HSA-73887|Death Receptor Signaling
PRKCI,R-HSA-73887|Death Receptor Signaling
RBCK1,R-HSA-73887|Death Receptor Signaling
RNF31,R-HSA-73887|Death Receptor Signaling
RPS27A,R-HSA-73887|Death Receptor Signaling
RTN4,R-HSA-73887|Death Receptor Signaling
RTN4R,R-HSA-73887|Death Receptor Signaling
SOS2,R-HSA-73887|Death Receptor Signaling
SQSTM1,R-HSA-73887|Death Receptor Signaling
TAX1BP1,R-HSA-73887|Death Receptor Signaling
TNFRSF10B,R-HSA-73887|Death Receptor Signaling
TNFSF10,R-HSA-73887|Death Receptor Signaling
TRAF1,R-HSA-73887|Death Receptor Signaling
UBC,R-HSA-73887|Death Receptor Signaling
ULK1,R-HSA-73887|Death Receptor Signaling
XIAP,R-HSA-73887|Death Receptor Signaling
ADRM1,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
NFKB2,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
PSMC1,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
PSMC2,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
PSMD11,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
PSMD12,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
PSMD14,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
RELB,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
RPS27A,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
UBC,R-HSA-5607761|Dectin-1 mediated noncanonical NF-kB signaling
CLEC4A,R-HSA-5621480|Dectin-2 family
CLEC4D,R-HSA-5621480|Dectin-2 family
FCER1G,R-HSA-5621480|Dectin-2 family
FYN,R-HSA-5621480|Dectin-2 family
MUC12,R-HSA-5621480|Dectin-2 family
MUC15,R-HSA-5621480|Dectin-2 family
MUC20,R-HSA-5621480|Dectin-2 family
MUC4,R-HSA-5621480|Dectin-2 family
BCAN,R-HSA-4420332|Defective B3GALT6 causes EDSP2 and SEMDJL1
DCN,R-HSA-4420332|Defective B3GALT6 causes EDSP2 and SEMDJL1
GPC1,R-HSA-4420332|Defective B3GALT6 causes EDSP2 and SEMDJL1
SDC1,R-HSA-4420332|Defective B3GALT6 causes EDSP2 and SEMDJL1
SDC2,R-HSA-4420332|Defective B3GALT6 causes EDSP2 and SEMDJL1
SDC3,R-HSA-4420332|Defective B3GALT6 causes EDSP2 and SEMDJL1
SDC4,R-HSA-4420332|Defective B3GALT6 causes EDSP2 and SEMDJL1
ADAMTS10,R-HSA-5083635|Defective B3GALTL causes PpS
ADAMTS14,R-HSA-5083635|Defective B3GALTL causes PpS
ADAMTS4,R-HSA-5083635|Defective B3GALTL causes PpS
ADAMTS9,R-HSA-5083635|Defective B3GALTL causes PpS
CFP,R-HSA-5083635|Defective B3GALTL causes PpS
SPON2,R-HSA-5083635|Defective B3GALTL causes PpS
THBS1,R-HSA-5083635|Defective B3GALTL causes PpS
BCAN,R-HSA-3560801|Defective B3GAT3 causes JDSSDHD
DCN,R-HSA-3560801|Defective B3GAT3 causes JDSSDHD
GPC1,R-HSA-3560801|Defective B3GAT3 causes JDSSDHD
SDC1,R-HSA-3560801|Defective B3GAT3 causes JDSSDHD
SDC2,R-HSA-3560801|Defective B3GAT3 causes JDSSDHD
SDC3,R-HSA-3560801|Defective B3GAT3 causes JDSSDHD
SDC4,R-HSA-3560801|Defective B3GAT3 causes JDSSDHD
BCAN,"R-HSA-3560783|Defective B4GALT7 causes EDS, progeroid type"
DCN,"R-HSA-3560783|Defective B4GALT7 causes EDS, progeroid type"
GPC1,"R-HSA-3560783|Defective B4GALT7 causes EDS, progeroid type"
SDC1,"R-HSA-3560783|Defective B4GALT7 causes EDS, progeroid type"
SDC2,"R-HSA-3560783|Defective B4GALT7 causes EDS, progeroid type"
SDC3,"R-HSA-3560783|Defective B4GALT7 causes EDS, progeroid type"
SDC4,"R-HSA-3560783|Defective B4GALT7 causes EDS, progeroid type"
C1GALT1,R-HSA-5083632|Defective C1GALT1C1 causes TNPS
MUC12,R-HSA-5083632|Defective C1GALT1C1 causes TNPS
MUC15,R-HSA-5083632|Defective C1GALT1C1 causes TNPS
MUC20,R-HSA-5083632|Defective C1GALT1C1 causes TNPS
MUC4,R-HSA-5083632|Defective C1GALT1C1 causes TNPS
ADRM1,R-HSA-5678895|Defective CFTR causes cystic fibrosis
DERL2,R-HSA-5678895|Defective CFTR causes cystic fibrosis
DERL3,R-HSA-5678895|Defective CFTR causes cystic fibrosis
OS9,R-HSA-5678895|Defective CFTR causes cystic fibrosis
PSMC1,R-HSA-5678895|Defective CFTR causes cystic fibrosis
PSMC2,R-HSA-5678895|Defective CFTR causes cystic fibrosis
PSMD11,R-HSA-5678895|Defective CFTR causes cystic fibrosis
PSMD12,R-HSA-5678895|Defective CFTR causes cystic fibrosis
PSMD14,R-HSA-5678895|Defective CFTR causes cystic fibrosis
RPS27A,R-HSA-5678895|Defective CFTR causes cystic fibrosis
SEL1L,R-HSA-5678895|Defective CFTR causes cystic fibrosis
UBC,R-HSA-5678895|Defective CFTR causes cystic fibrosis
VCP,R-HSA-5678895|Defective CFTR causes cystic fibrosis
GPC1,"R-HSA-3656253|Defective EXT1 causes exostoses 1, TRPS2 and CHDS"
SDC1,"R-HSA-3656253|Defective EXT1 causes exostoses 1, TRPS2 and CHDS"
SDC2,"R-HSA-3656253|Defective EXT1 causes exostoses 1, TRPS2 and CHDS"
SDC3,"R-HSA-3656253|Defective EXT1 causes exostoses 1, TRPS2 and CHDS"
SDC4,"R-HSA-3656253|Defective EXT1 causes exostoses 1, TRPS2 and CHDS"
GPC1,R-HSA-3656237|Defective EXT2 causes exostoses 2
SDC1,R-HSA-3656237|Defective EXT2 causes exostoses 2
SDC2,R-HSA-3656237|Defective EXT2 causes exostoses 2
SDC3,R-HSA-3656237|Defective EXT2 causes exostoses 2
SDC4,R-HSA-3656237|Defective EXT2 causes exostoses 2
ATM,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
BLM,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
BRCA1,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
BRCA2,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
EXO1,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
RAD50,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
RAD51AP1,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
RMI2,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
XRCC2,R-HSA-9704331|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA1 binding function
ATM,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
BLM,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
BRCA1,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
BRCA2,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
EXO1,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
RAD50,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
RAD51AP1,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
RMI2,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
XRCC2,R-HSA-9704646|Defective HDR through Homologous Recombination Repair (HRR) due to PALB2 loss of BRCA2/RAD51/RAD51C binding function
APP,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
CAPN2,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
CAPNS2,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
CAST,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
GOLGA2,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
JUN,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
LMNA,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
LMNB1,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
PRDX1,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
PRDX2,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
SOD2,R-HSA-9734009|Defective Intrinsic Pathway for Apoptosis
GCKR,R-HSA-5619107|Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP210,R-HSA-5619107|Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
NUP214,R-HSA-5619107|Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
RANBP2,R-HSA-5619107|Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
TPR,R-HSA-5619107|Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)
CCND2,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CCND3,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CCNE1,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CCNE2,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CDK6,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CDKN1A,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
CDKN1C,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
TFDP2,"R-HSA-9661069|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"
ATM,R-HSA-9701192|Defective homologous recombination repair (HRR) due to BRCA1 loss of function
BLM,R-HSA-9701192|Defective homologous recombination repair (HRR) due to BRCA1 loss of function
